Collection_Date,Intake_Date,Site,Species,Prop_ID,Treatment,Diameter,Epi_Length,Hypo_Length,Total_Height,Mass,Hypo_Color,Roots,RHMA_Height_1,RHMA_Height_2,Rooting_Tip,Data_Collecters,Date_Uploaded,Data_Uploaders,Notes
10/26 and 10/27,10/29/2024,CP,RHMA,RD-24,D,9.6,1.9,25.4,27.3,12.41,G,Y,14.7,12.5,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-25,D,11.4,1.8,28.6,30.4,17.13,G,Y,17.6,16.4,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-26,D,12.4,1.6,26.7,28.3,20.69,G,Y,17.3,14.8,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-27,D,12.1,1.8,24.6,26.4,17.63,G,Y,17.3,13.9,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-28,D,11.3,1.8,27.6,29.4,18.72,G,N,18.6,15.8,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-29,D,11.5,1.4,28.3,29.7,18.61,G,Y,17.9,13.7,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-30,D,12.1,2.2,28,30.2,20.43,G,Y,18.2,15,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-31,D,10.2,1.6,26.3,27.9,14.64,G,Y,15.8,12.6,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-32,D,11.5,1.5,28.7,30.2,18.53,G,Y,19.7,17.2,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-33,D,11.1,1.5,27.9,29.4,18,G,Y,18.3,15.9,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-34,D,11.7,1.3,22.5,23.8,15.39,G,Y,15.2,11.3,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-35,D,12.4,1.8,30.5,32.3,22.08,G,Y,23.6,20.5,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-36,D,11.6,2,25.3,27.3,16.05,G,Y,16.9,12.6,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-37,D,12.4,1.8,26.4,28.2,27,G,Y,25.6,23.4,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-38,D,11.8,1.6,26.2,27.8,18.54,G,Y,13.9,11,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-39,D,12.9,2.1,28.8,30.9,24.41,G,Y,21.5,18.4,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26 and 10/27,10/29/2024,CP,RHMA,RD-40,D,11.6,1.8,24.7,26.5,15.93,B,Y,14.1,10.8,B,"KWG,MA",DIRECT UPLOAD,"LG,KWG",
10/26/2024,10/29/2024,PR,RHMA,RD-41,D,12.2,1.5,24,25.5,19.08,G,N,17,14.3,S,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-42,D,11.7,1.6,33,34.6,23.66,G,N,24,20,S,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-43,D,12.7,1.8,34.5,36.3,27.8,G,N,25.8,20.9,S,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-44,D,12.1,1.2,26.4,27.6,19.3,G,N,16.9,13.8,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-45,D,12,1.8,27.1,28.9,17.69,G,N,18.9,17.6,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-46,D,11.2,1.5,24.7,26.2,15.05,G,N,17.2,14.6,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-47,D,13,1.7,32.5,34.2,23.91,G,N,23.7,20.5,S,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-48,D,11.7,1.9,27.2,29.1,18.59,G,N,17.9,14.8,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-49,D,12.6,1.6,23.7,25.3,15.81,G,N,15.6,13,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-50,D,14.3,1.8,34.5,36.3,31.3,G,N,26,22.6,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-51,D,13.7,1.8,30.9,36.3,24.76,G,N,20.9,18.8,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-52,D,13.2,1.8,33.4,32.7,26.67,G,N,22.5,19.1,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-53,D,12.8,1.8,40.2,35.2,31,G,N,28.9,25.1,S,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-54,D,12.6,2.1,30,42.3,21.37,G,N,21.8,19.5,B,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-55,D,14.5,1.6,52.8,31.6,55.58,G,N,39.6,37.5,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-56,D,15.2,2.6,45,55.4,44.08,G,N,34.2,32.1,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-57,D,12.8,2.3,30.4,47.3,24,G,N,21.4,18.4,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-58,D,13,1.6,31.4,32,26.12,G,N,22.6,20.6,,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-59,D,13.1,1.9,35.1,33.3,26.51,G,N,25.4,22.1,S,,DIRECT UPLOAD,,
10/26/2024,10/29/2024,PR,RHMA,RD-60,D,15,1.8,44.6,36.9,43.1,G,Y,35.4,31.6,B,,DIRECT UPLOAD,,
10/25/2024,10/29/2024,OC,RHMA,RE-1,E,14.6,1.8,31.4,33.2,31.84,B,Y,21.6,18.7,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-2,E,12.4,1.5,27.8,29.3,18.21,G,N,12,9.6,S,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-3,E,11.4,1.4,32.8,34.2,21,G,Y,19.3,16.9,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-4,E,12.1,1.2,28.6,29.8,20.61,B,N,16.2,13.6,S,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-5,E,13.3,1.7,34.1,35.8,29.17,G,Y,23.8,21.2,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-6,E,13.5,1.9,28.9,30.8,21.59,G,Y,16.6,13.7,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-7,E,13.1,1.9,38.6,40.5,29.61,G,Y,23.1,19.4,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-8,E,10.9,1.4,27.6,29,17.24,G,N,13.3,10.8,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-9,E,12.7,2.1,39.4,41.5,29.26,G,Y,25.6,23,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-10,E,13,1.9,32,33.9,28.24,G,Y,21.3,17.9,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-11,E,12.8,1.7,34.4,36.1,28,G,Y,19.8,17.9,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-12,E,11.5,1.6,31.4,33,19.75,G,Y,19,15.5,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-13,E,11.3,1.3,32.7,34,22.63,G,N,19.5,15.8,S,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-14,E,12,1.6,31.1,32.7,22.05,G,Y,19.5,16.5,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-15,E,11.9,1.7,29.5,31.2,20.56,G,Y,16,12.4,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-16,E,12.4,1.5,31.5,33,24.27,G,Y,22.2,20.1,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-17,E,11.7,1.3,27.9,29.2,19.16,G,Y,17.9,15.5,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-18,E,13.9,1.9,34.4,36.3,34.78,G,Y,25.4,21.4,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-19,E,12.3,1.8,34.6,36.4,25.33,B,Y,23.1,19,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/25/2024,10/29/2024,OC,RHMA,RE-20,E,11.5,1.6,29.3,30.9,10.85,G,Y,19.8,16.6,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-21,E,11.9,1.1,25.2,26.3,17.7,G,Y,16.9,11,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-22,E,13.1,1,31.3,32.3,24.5,B,N,18.9,14.4,S,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-23,E,12.4,2.2,26.1,28.3,20.87,B,Y,16.1,12.6,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-24,E,11.7,1.4,27.6,29,19,B,Y,17.6,13,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-25,E,13.5,1.8,29.1,30.9,26.6,G,Y,16.1,11.2,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-26,E,14.5,1.7,25,26.7,26.51,B,Y,16.3,13,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-27,E,11.9,1.5,25.1,26.6,17.17,B,Y,14.4,10.1,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-28,E,12.6,1.3,28.9,30.2,22.29,B,Y,19.4,14.7,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-29,E,11.5,1.8,27.7,29.5,18.25,B,Y,16.7,13.2,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-30,E,12.8,1.4,30.9,32.3,25.41,B,Y,18,15.5,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-31,E,10.7,2,24.2,26.2,15.32,G,Y,14,11,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-32,E,11,1.5,30.3,31.8,19.86,G,Y,15.6,11.6,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-33,E,11.1,1.5,21.6,23.1,15.37,G,N,10.1,7.6,S,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-34,E,10.6,1.4,22.1,23.5,13.68,G,Y,14.9,11.3,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-35,E,11.2,1.1,2.3,3.4,14.62,G,N,14.1,9.2,S,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-36,E,9.9,1.6,26.3,27.9,14.04,G,Y,16,12.5,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-37,E,12,1.7,33.4,35.1,21.21,B,Y,19.3,15.8,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-38,E,13.6,1.4,26.3,27.7,28.8,G,Y,12.5,8.9,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-39,E,12.1,1.5,29.5,31,20.74,G,Y,17.9,14.6,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26 and 10/27,10/29/2024,CP,RHMA,RE-40,E,9.2,1.5,23.6,25.1,10.86,G,Y,10.4,8.3,B,"LG,MA",DIRECT UPLOAD,LG,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-41,E,10,1.2,25.9,27.1,12.71,G,Y,14.1,11.9,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-42,E,13,1.6,30.1,31.7,27.51,G,Y,15,12.4,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-43,E,11,1.5,25.6,27.1,15,G,N,11.1,8.4,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-44,E,11,1.7,24.3,26,16,G,Y,13,9.8,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-45,E,13,1.4,27.6,29,22.29,G,Y,11.2,8.2,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-46,E,12,1.6,20.9,22.5,16.53,G,Y,10.1,6.8,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-47,E,13,1.6,26.9,28.5,21.45,G,Y,15.1,12.4,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-48,E,12,1.5,29.6,31.1,19.23,G,Y,15.7,12.9,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-49,E,14,1.7,28.2,29.9,24.72,G,Y,14.1,11.9,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-50,E,14,1.6,27.3,28.9,17.72,G,Y,16.4,13.4,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-51,E,12,1.3,25.3,26.6,17.39,G,Y,11.9,9.2,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-52,E,12,1.5,24,25.5,16.17,G,Y,9.3,6.6,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-53,E,12,1.3,20.2,21.5,13.55,G,N,10.4,6.9,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-54,E,13,1.2,28.8,30,23.34,G,N,14.2,11.5,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-55,E,13,1.6,31.2,32.8,26.3,G,Y,20.5,16.9,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-56,E,11,0.9,25.8,26.7,14.87,G,Y,14.3,12,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-57,E,10,1.2,21.5,22.7,12.85,G,N,11,8.9,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-58,E,10,1.2,24.2,25.4,12.81,G,Y,11.3,8.2,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-59,E,7,1.3,22.1,23.4,9.62,G,Y,9.6,7,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/29/2024,PR,RHMA,RE-60,E,12,1.8,24.6,26.4,18.24,G,Y,14.5,10.6,,"TT, AD",10/29/2024,TT,planted 10/31/2024
10/26/2024,10/27/2024,PR,RHMA,RA-41,A,14.2,1.8,28.4,30.2,23.42,,N,18.3,15.3,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-42,A,15.9,2.1,31.9,34,36.31,,N,20.5,17,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-43,A,13.4,1.6,29.8,31.4,22.68,,N,18.5,15.3,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-44,A,16.2,1.7,30.3,32,34.49,,N,19.5,16.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-45,A,15.1,2.2,36,38.2,32.33,,N,18.5,15.1,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-46,A,15.8,1.5,26.6,28.1,26.52,,N,19.4,16.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-47,A,12.8,1.8,30.9,32.7,19.51,,N,16.4,13.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-48,A,13.8,1.5,28.4,29.9,23.19,,N,22,18.7,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-49,A,13.6,1.8,30.5,32.3,26.79,,N,19.4,15.6,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-50,A,14.3,2.1,31.1,33.2,27.41,,N,17.9,15.3,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-51,A,14.4,1.9,36.5,38.4,33.79,,Y,25,21.8,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-52,A,14.3,2.2,34.3,36.5,31.36,,N,24.4,21.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-53,A,12.2,1.8,37.9,39.7,18.55,,Y,22,18.8,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-54,A,14.5,1.7,32.5,34.2,29.35,,N,19.1,16.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-55,A,13.5,1.8,30.8,32.6,24.58,,N,22.3,19.8,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-56,A,13.9,1.6,31.6,33.2,25.43,,N,18.2,15.3,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-57,A,15,2,32.6,34.6,29.27,,Y,21,18,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-58,A,14.1,1.8,28,29.8,24.18,,N,19.4,16.3,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-59,A,14.1,1.7,30.3,32,26.13,,N,19.8,16.7,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,PR,RHMA,RA-60,A,13.6,1.7,28.2,29.9,21.77,,Y,19.5,16.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-21,A,13.4,1.9,33.5,35.4,28.4,,Y,22.2,19.1,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-22,A,12.3,1.8,33.2,35,25.56,,Y,24,21.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-23,A,12,2,33.7,35.7,25.51,,Y,22.4,19.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-24,A,11.2,1.8,27.3,29.1,16.46,,Y,19,15.6,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-25,A,12.7,2,29.5,31.5,23.97,,N,18.1,15,,SH,12/07/2024,SH,
10/27/2024,10/27/2024,CP,RHMA,RA-26,A,16.1,2.2,33.3,35.5,41.54,,Y,22.2,19.7,,SH,12/07/2024,SH,
10/27/2024,10/27/2024,CP,RHMA,RA-27,A,13.4,1.8,27.6,29.4,24.05,,Y,19,15.9,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-28,A,11.8,1.9,27.1,29,20.86,,Y,17.6,14.9,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-29,A,11.5,1.6,25.6,27.2,16.23,,Y,16.1,12.6,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-30,A,11.5,1.7,31.3,33,20.5,,Y,20,16.5,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-31,A,11.7,1.4,26.5,27.9,17.69,,N,16.2,13.1,B,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-32,A,10.8,1.5,24.6,26.1,15.19,,N,14.3,10.3,S,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-33,A,10.9,1.7,23.7,25.4,15.37,,Y,15.5,12,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-34,A,11.6,1.9,29.2,31.1,19.28,,N,18.7,16.1,B,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-35,A,11.8,2.1,31.9,34,22.46,,N,21,17,B,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-36,A,12.2,1.6,25.5,27.1,18.47,,N,15.7,12.7,B,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-37,A,12.3,1.6,28.2,29.8,20.92,,Y,18,14,,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-38,A,13.8,1.9,31.6,33.5,29.31,,N,20.3,16.5,S,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-39,A,13.5,1.8,35.2,37,30.8,,N,23.6,20.9,B,SH,12/07/2024,SH,
10/26/2024,10/27/2024,CP,RHMA,RA-40,A,12.9,1.6,24.2,25.8,19.21,,Y,15.2,11.8,,SH,12/07/2024,SH,
