"Sampling Date 
(mm/dd/yyyy)",Time,Start Time,End Time,Treatment,Tank Number,Salinity Measurement 1,Salinity Measurement 2,Salinity Measurement 3,"Average 
automatically calculated",Collector Initials,Notes,Date Uploaded,Uploader Initials
02/12/2025,10:20am to 11:30am,10:20,11:30,,12,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,13,40,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,14,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,15,38,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,16,38,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,17,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,18,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,19,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,,20,38,38,38,38,JS,,03/02/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,1,39,40,38,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,2,38,38,38,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,3,37,38,38,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,4,38,38,39,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,5,39,38,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,6,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,7,38,38,39,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,8,38,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,9,40,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,10,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,11,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,12,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,13,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,14,39,40,40,40,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,15,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,16,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,17,40,40,40,40,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,18,40,39,40,40,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,19,40,38,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,,20,40,39,40,40,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,1,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,2,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,3,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,4,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,5,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,6,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,7,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,8,38,38,39,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,9,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,10,38,38,38,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,11,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,12,40,40,40,40,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,13,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,14,40,40,40,40,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,15,38,38,39,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,16,39,39,38,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,17,38,38,38,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,18,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,19,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,,20,39,39,40,39,JS,,5/17/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,1,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,2,39,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,3,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,4,38,38,39,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,5,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,6,39,38,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,7,38,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,8,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,9,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,10,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,11,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,12,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,13,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,14,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,15,39,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,16,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,17,39,40,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,18,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,19,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,,20,38,38,39,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,1,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,2,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,3,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,4,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,5,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,6,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,7,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,8,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,9,38,39,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,10,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,11,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,12,38,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,13,38,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,14,39,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,15,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,16,38,39,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,17,39,39,38,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,18,40,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,19,39,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,,20,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,1,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,2,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,3,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,4,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,5,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,6,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,7,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,8,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,9,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,10,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,11,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,12,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,13,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,14,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,15,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,16,39,39,40,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,17,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,18,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,19,40,40,40,40,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,,20,40,40,40,40,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,1,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,2,40,40,40,40,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,3,40,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,4,39,39,40,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,5,39,39,40,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,6,40,40,40,40,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,7,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,8,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,9,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,10,38,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,11,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,12,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,13,36,36,36,36,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,14,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,15,39,38,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,16,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,17,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,18,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,19,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,,20,38,38,38,38,JS,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,1,40,40,40,40,MG,RAIN,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,2,40,39,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,3,40,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,4,40,40,39,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,5,39,40,37,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,6,40,40,39,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,7,40,35,39,38,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,8,39,39,40,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,9,39,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,10,40,40,39,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,11,39,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,12,40,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,13,39,40,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,14,39,39,40,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,15,39,39,40,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,16,39,39,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,17,40,39,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,18,39,40,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,19,39,38,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,,20,38,39,38,38,MG,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,1,37,36,37,37,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,2,38,40,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,3,39,37,39,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,4,36,39,40,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,5,40,40,39,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,6,40,40,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,7,40,40,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,8,40,40,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,9,40,40,39,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,10,39,38,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,11,37,40,38,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,12,38,40,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,13,39,39,37,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,14,40,39,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,15,36,39,39,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,16,39,38,38,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,17,39,39,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,18,40,37,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,19,38,38,39,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,,20,37,38,39,38,ST,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,1,40,41,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,2,41,40,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,3,42,42,41,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,4,42,40,40,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,5,40,41,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,6,40,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,7,40,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,8,39,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,9,40,41,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,10,42,41,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,11,42,42,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,12,41,41,40,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,13,40,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,14,35,35,35,35,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,15,41,41,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,16,40,40,41,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,17,41,41,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,18,41,42,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,19,40,43,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,,20,43,42,43,43,LG,,07/09/2025,SH
