DATE RECORDED,TREATMENT,SPECIES,PROP_ID,SAMPLE,TOT_FRESH_WT (g),TOT_DRY_WT (g),NOTES
04/26/2025,E,LARA,LE-27,LEAVES,0.853,-0.020,
04/26/2025,E,LARA,LE-27,STEM,0.779,0.093,
04/26/2025,E,LARA,LE-27,DEAD ROOTS,0.057,-1.102,
04/26/2025,E,LARA,LE-27,FINE ROOTS,0.557,0.016,
04/26/2025,E,LARA,LE-27,COARSE ROOTS,0.350,-0.014,
04/26/2025,E,LARA,LE-13,LEAVES,3.020,0.555,
04/26/2025,E,LARA,LE-13,STEM,1.771,0.398,
04/26/2025,E,LARA,LE-13,DEAD ROOTS,0.060,-0.107,
04/26/2025,E,LARA,LE-13,FINE ROOTS,3.405,0.595,
04/26/2025,E,LARA,LE-13,COARSE ROOTS,1.000,0.141,
04/29/2025,E,LARA,LE-12,LEAVES,2.653,0.370,
04/29/2025,E,LARA,LE-12,STEM,1.195,0.208,
04/29/2025,E,LARA,LE-12,DEAD ROOTS,0.055,-0.103,
04/29/2025,E,LARA,LE-12,FINE ROOTS,2.508,0.324,
04/29/2025,E,LARA,LE-12,COARSE ROOTS,0.433,0.011,
04/29/2025,E,LARA,LE-34,LEAVES,0.606,0.053,
04/29/2025,E,LARA,LE-34,STEM,0.564,0.058,
04/29/2025,E,LARA,LE-34,DEAD ROOTS,0.005,-0.096,
04/29/2025,E,LARA,LE-34,FINE ROOTS,0.366,0.021,
04/29/2025,E,LARA,LE-34,COARSE ROOTS,0.124,-0.070,
05/02/2025,E,LARA,LE-47,LEAVES,1.102,0.076,
05/02/2025,E,LARA,LE-47,STEM,0.740,0.050,
05/02/2025,E,LARA,LE-47,DEAD ROOTS,0.167,-0.116,
05/02/2025,E,LARA,LE-47,FINE ROOTS,1.201,0.077,
05/02/2025,E,LARA,LE-47,COARSE ROOTS,0.545,0.002,
05/02/2025,E,LARA,LE-15,LEAVES,0.742,-0.035,
05/02/2025,E,LARA,LE-15,STEM,0.439,-0.022,
05/02/2025,E,LARA,LE-15,DEAD ROOTS,0.004,-0.144,
05/02/2025,E,LARA,LE-15,FINE ROOTS,0.241,-0.045,
05/02/2025,E,LARA,LE-15,COARSE ROOTS,0.149,-0.093,
04/26/2025,E,RHMA,RE-32,LEAVES,4.183,1.150,
04/26/2025,E,RHMA,RE-32,STEM,1.120,0.241,
04/26/2025,E,RHMA,RE-32,HYPO,23.251,7.574,
04/26/2025,E,RHMA,RE-32,DEAD ROOTS,0.017,-0.102,
04/26/2025,E,RHMA,RE-32,FINE ROOTS,4.739,1.015,
04/26/2025,E,RHMA,RE-32,COARSE ROOTS,2.673,0.425,
04/26/2025,E,RHMA,RE-23,LEAVES,5.851,1.639,goop on bag
04/26/2025,E,RHMA,RE-23,STEM,2.317,0.711,goop on bag
04/26/2025,E,RHMA,RE-23,HYPO,22.579,7.151,
04/26/2025,E,RHMA,RE-23,DEAD ROOTS,0.079,-0.077,
04/26/2025,E,RHMA,RE-23,FINE ROOTS,3.287,0.853,
04/26/2025,E,RHMA,RE-23,COARSE ROOTS,7.247,1.424,
04/29/2025,E,RHMA,RE-31,LEAVES,3.999,1.037,
04/29/2025,E,RHMA,RE-31,STEM,1.315,0.345,
04/29/2025,E,RHMA,RE-31,HYPO,14.411,4.643,
04/29/2025,E,RHMA,RE-31,DEAD ROOTS,0.112,-1.047,
04/29/2025,E,RHMA,RE-31,FINE ROOTS,2.994,0.792,
04/29/2025,E,RHMA,RE-31,COARSE ROOTS,2.734,0.562,
04/29/2025,E,RHMA,RE-24,LEAVES,6.215,0.837,
04/29/2025,E,RHMA,RE-24,STEM,1.521,-0.533,
04/29/2025,E,RHMA,RE-24,HYPO,22.232,7.107,
04/29/2025,E,RHMA,RE-24,DEAD ROOTS,0.023,-1.051,
04/29/2025,E,RHMA,RE-24,FINE ROOTS,4.152,1.087,
04/29/2025,E,RHMA,RE-24,COARSE ROOTS,5.263,0.927,
05/02/2025,E,RHMA,RE-2,LEAVES,6.410,1.783,
05/02/2025,E,RHMA,RE-2,STEM,2.328,0.706,
05/02/2025,E,RHMA,RE-2,HYPO,22.494,6.576,
05/02/2025,E,RHMA,RE-2,DEAD ROOTS,0.118,-0.089,
05/02/2025,E,RHMA,RE-2,FINE ROOTS,3.266,0.799,
05/02/2025,E,RHMA,RE-2,COARSE ROOTS,6.504,1.147,
05/02/2025,E,RHMA,RE-26,LEAVES,6.032,1.768,
05/02/2025,E,RHMA,RE-26,STEM,3.185,0.958,
05/02/2025,E,RHMA,RE-26,HYPO,27.791,8.392,
05/02/2025,E,RHMA,RE-26,DEAD ROOTS,0.124,-0.109,
05/02/2025,E,RHMA,RE-26,FINE ROOTS,3.174,0.875,
05/02/2025,E,RHMA,RE-26,COARSE ROOTS,7.709,1.465,
05/06/2025,E,RHMA,RE-50,LEAVES,4.649,1.290,
05/06/2025,E,RHMA,RE-50,STEM,1.583,0.420,
05/06/2025,E,RHMA,RE-50,HYPO,19.077,5.799,
05/06/2025,E,RHMA,RE-50,DEAD ROOTS,0.078,-0.103,
05/06/2025,E,RHMA,RE-50,FINE ROOTS,2.457,0.892,
05/06/2025,E,RHMA,RE-50,COARSE ROOTS,4.615,0.624,
05/06/2025,E,RHMA,RE-38,LEAVES,3.516,1.019,
05/06/2025,E,RHMA,RE-38,STEM,1.173,0.309,
05/06/2025,E,RHMA,RE-38,HYPO,15.497,5.219,
05/06/2025,E,RHMA,RE-38,DEAD ROOTS,0.018,-0.121,
05/06/2025,E,RHMA,RE-38,FINE ROOTS,2.026,0.621,
05/06/2025,E,RHMA,RE-38,COARSE ROOTS,2.073,0.353,
05/06/2025,E,RHMA,RE-25,LEAVES,7.624,2.198,
05/06/2025,E,RHMA,RE-25,STEM,2.400,0.686,
05/06/2025,E,RHMA,RE-25,HYPO,30.355,9.365,
05/06/2025,E,RHMA,RE-25,DEAD ROOTS,0.012,-0.156,
05/06/2025,E,RHMA,RE-25,FINE ROOTS,5.630,1.317,
05/06/2025,E,RHMA,RE-25,COARSE ROOTS,9.031,1.354,
05/06/2025,E,RHMA,RE-17,LEAVES,5.760,1.582,
05/06/2025,E,RHMA,RE-17,STEM,1.686,0.463,
05/06/2025,E,RHMA,RE-17,HYPO,19.780,6.340,
05/06/2025,E,RHMA,RE-17,DEAD ROOTS,0.011,-0.086,
05/06/2025,E,RHMA,RE-17,FINE ROOTS,3.002,1.074,
05/06/2025,E,RHMA,RE-17,COARSE ROOTS,5.892,1.082,
