"Sampling Date 
(mm/dd/yyyy)",Time,Start Time,End Time,Treatment,Tank Number,Salinity Measurement 1,Salinity Measurement 2,Salinity Measurement 3,"Average 
automatically calculated",Collector Initials,Notes,Date Uploaded,Uploader Initials
02/12/2025,10:20am to 11:30am,10:20,11:30,D,8,40,39,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,C,9,39,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,D,10,40,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,A,11,39,39,40,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,E,12,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,D,13,40,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,A,14,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,B,15,38,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,C,16,38,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,C,17,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,B,18,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,D,19,39,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,B,20,38,38,38,38,JS,,03/02/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,E,1,39,40,38,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,A,2,38,38,38,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,A,3,37,38,38,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,B,4,38,38,39,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,E,5,39,38,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,C,6,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,E,7,38,38,39,38,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,D,8,38,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,C,9,40,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,D,10,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,A,11,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,E,12,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,D,13,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,A,14,39,40,40,40,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,B,15,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,C,16,39,39,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,C,17,40,40,40,40,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,B,18,40,39,40,40,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,D,19,40,38,39,39,JS,,5/17/2025,SH
2/19/2025,11:30am to 12:10pm,11:30,12:10,B,20,40,39,40,40,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,E,1,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,A,2,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,A,3,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,B,4,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,E,5,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,C,6,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,E,7,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,D,8,38,38,39,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,C,9,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,D,10,38,38,38,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,A,11,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,E,12,40,40,40,40,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,D,13,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,A,14,40,40,40,40,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,B,15,38,38,39,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,C,16,39,39,38,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,C,17,38,38,38,38,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,B,18,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,D,19,39,39,39,39,JS,,5/17/2025,SH
2/26/2025,10:21am to 10:51am,10:21,10:51,B,20,39,39,40,39,JS,,5/17/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,D,1,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,C,2,39,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,B,3,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,E,4,38,38,39,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,A,5,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,E,6,39,38,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,E,7,38,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,E,8,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,A,9,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,B,10,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,C,11,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,C,12,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,C,13,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,B,14,39,39,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,D,15,39,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,D,16,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,D,17,39,40,39,39,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,A,18,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,B,19,38,38,38,38,JS,,07/09/2025,SH
03/05/2025,2:52pm to 3pm,14:52,15:00,A,20,38,38,39,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,D,1,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,C,2,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,B,3,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,E,4,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,A,5,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,E,6,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,E,7,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,E,8,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,A,9,38,39,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,B,10,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,C,11,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,C,12,38,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,C,13,38,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,B,14,39,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,D,15,38,38,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,D,16,38,39,38,38,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,D,17,39,39,38,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,A,18,40,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,B,19,39,39,39,39,JS,,07/09/2025,SH
03/12/2025,10:30am to 10:47am,10:30,10:47,A,20,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,D,1,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,C,2,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,B,3,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,E,4,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,A,5,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,E,6,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,E,7,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,E,8,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,A,9,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,B,10,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,C,11,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,C,12,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,C,13,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,B,14,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,D,15,38,38,38,38,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,D,16,39,39,40,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,D,17,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,A,18,39,39,39,39,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,B,19,40,40,40,40,JS,,07/09/2025,SH
3/19/2025,10:15am to 11:09am,10:15,11:09,A,20,40,40,40,40,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,D,1,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,C,2,40,40,40,40,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,B,3,40,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,E,4,39,39,40,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,A,5,39,39,40,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,E,6,40,40,40,40,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,E,7,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,E,8,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,A,9,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,B,10,38,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,C,11,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,C,12,39,39,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,C,13,36,36,36,36,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,B,14,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,D,15,39,38,39,39,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,D,16,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,D,17,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,A,18,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,B,19,38,38,38,38,JS,,07/09/2025,SH
3/26/2025,10:10am to 10:39am,10:10,10:39,A,20,38,38,38,38,JS,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,B,1,40,40,40,40,MG,RAIN,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,A,2,40,39,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,A,3,40,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,A,4,40,40,39,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,C,5,39,40,37,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,C,6,40,40,39,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,D,7,40,35,39,38,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,E,8,39,39,40,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,C,9,39,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,E,10,40,40,39,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,D,11,39,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,E,12,40,40,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,D,13,39,40,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,D,14,39,39,40,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,C,15,39,39,40,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,E,16,39,39,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,B,17,40,39,40,40,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,B,18,39,40,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,A,19,39,38,39,39,MG,,07/09/2025,SH
04/03/2025,12:56pm to 1:55pm,12:56,13:55,B,20,38,39,38,38,MG,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,B,1,37,36,37,37,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,A,2,38,40,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,A,3,39,37,39,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,A,4,36,39,40,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,C,5,40,40,39,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,C,6,40,40,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,D,7,40,40,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,E,8,40,40,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,C,9,40,40,39,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,E,10,39,38,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,D,11,37,40,38,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,E,12,38,40,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,D,13,39,39,37,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,D,14,40,39,40,40,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,C,15,36,39,39,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,E,16,39,38,38,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,B,17,39,39,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,B,18,40,37,39,39,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,A,19,38,38,39,38,ST,,07/09/2025,SH
04/09/2025,10:43am to 11:30am,10:43,11:30,B,20,37,38,39,38,ST,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,B,1,40,41,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,A,2,41,40,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,A,3,42,42,41,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,A,4,42,40,40,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,C,5,40,41,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,C,6,40,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,D,7,40,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,E,8,39,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,C,9,40,41,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,E,10,42,41,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,D,11,42,42,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,E,12,41,41,40,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,D,13,40,40,40,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,D,14,35,35,35,35,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,C,15,41,41,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,E,16,40,40,41,40,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,B,17,41,41,41,41,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,B,18,41,42,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,A,19,40,43,42,42,LG,,07/09/2025,SH
4/15/2025,1:52pm to 2:30pm,13:52,14:30,B,20,43,42,43,43,LG,,07/09/2025,SH
