Data_Uploaded,Date_Uploaded,Monitored_By,Date_Monitored,Location,Replicate,Site,Species,Treatment,Prop_ID,Time_Period,Survivorship,Condition,Pests,Leaf_Color,RHMA_Height_1,RHMA_Height_2,RHMA_Epi_Length,LARA_Height_1,LARA_Height_2,Number_Branches,Leaves_Main,Leaves_Branches,Total_Leaves,Nodes_Main,Nodes_Branches,Total_Nodes,Notes,...29
SH,12/21/2024,"SH, LS",12/03/2024,15,3,VB,LARA,C,LC-14,1,A,P,B,G,NA,NA,NA,7.4,2,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,LARA,C,LC-52,1,A,P,B,G,NA,NA,NA,5.8,1.5,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,VB,LARA,C,LC-12,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,not sprouted,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,VB,LARA,C,LC-13,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; not sprouted,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,MB,LARA,C,LC-36,1,A,D,NA,G,NA,NA,NA,8.1,4.9,0,2,0,2,1,0,1,brown spots on leaves,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,LARA,C,LC-55,1,A,H,NA,G,NA,NA,NA,7.2,1.5,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,MB,LARA,C,LC-31,1,A,H,NA,G,NA,NA,NA,8,4,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,VB,LARA,C,LC-11,1,A,H,NA,G,NA,NA,NA,8.7,3,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,MB,LARA,C,LC-34,1,A,P,B,G,NA,NA,NA,6,1.5,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,LARA,C,LC-53,1,A,H,NA,G,NA,NA,NA,6.6,1.4,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,OC,RHMA,C,RC-11,1,A,H,NA,G,27.6,20.5,4.8,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,OC,RHMA,C,RC-12,1,A,H,NA,G,23.5,17.3,4.1,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,RHMA,C,RC-52,1,A,H,NA,G,24,18.7,5.7,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,CP,RHMA,C,RC-33,1,D,-,-,-,22.5,15.1,1.5,NA,NA,0,-,0,#VALUE!,-,0,#VALUE!,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,RHMA,C,RC-53,1,A,H,NA,G,26,21.5,3.5,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,RHMA,C,RC-54,1,A,H,NA,G,31.1,25.7,3.2,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,CP,RHMA,C,RC-31,1,A,H,NA,G,21.2,15.1,5.6,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,OC,RHMA,C,RC-14,1,A,H,NA,G,30.4,22.1,6.4,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,CP,RHMA,C,RC-34,1,A,H,NA,G,24.6,17.5,4,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,CP,RHMA,C,RC-35,1,A,H,NA,G,18.1,10.5,4.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,OC,RHMA,C,RC-13,1,A,H,NA,G,28,20,5.3,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,RHMA,C,RC-51,1,A,H,NA,G,25.2,20.5,5.7,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,PR,RHMA,C,RC-55,1,A,H,NA,G,37.5,32.1,4.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,CP,RHMA,C,RC-32,1,A,H,NA,G,21.2,16.5,5.5,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,15,3,OC,RHMA,C,RC-15,1,A,H,NA,G,30.9,23.4,2.8,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,CP,RHMA,A,RA-21,1,A,H,NA,G,26.1,22.3,10.1,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,CP,RHMA,A,RA-22,1,A,H,NA,G,27.1,24.1,14.2,NA,NA,0,4,0,4,3,0,3,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,OC,RHMA,A,RA-5,1,A,H,NA,G,23,30.2,7.7,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,RHMA,A,RA-45,1,A,H,NA,G,25.3,21.2,11.8,NA,NA,0,4,0,4,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,OC,RHMA,A,RA-4,1,A,H,NA,G,24.7,21,6.9,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,OC,RHMA,A,RA-3,1,A,H,NA,G,22.2,18.5,8.9,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,OC,RHMA,A,RA-2,1,A,H,NA,G,23,20,6,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,RHMA,A,RA-44,1,A,H,NA,G,21.1,17.5,11.1,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,CP,RHMA,A,RA-25,1,A,H,NA,G,21.4,17.2,10,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,CP,RHMA,A,RA-23,1,A,H,NA,G,26.2,23,10.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,RHMA,A,RA-41,1,A,D,NA,G,22.1,19,12.2,NA,NA,0,2,0,2,2,0,2,curled brown leaves; LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,RHMA,A,RA-43,1,A,H,NA,G,21.1,17.9,8.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,RHMA,A,RA-42,1,A,H,NA,B,23.1,19.1,5.1,NA,NA,0,0,0,0,2,0,2,brown plumule,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,OC,RHMA,A,RA-1,1,A,H,NA,G,25.1,22.8,10.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,CP,RHMA,A,RA-24,1,A,H,NA,G,22,19.1,8.9,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,VB,LARA,A,LA-5,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; not sprouted,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,LARA,A,LA-44,1,A,H,NA,NA,NA,NA,NA,3,-0.3,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,LARA,A,LA-41,1,A,H,NA,G,NA,NA,NA,7.2,2.9,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,MB,LARA,A,LA-21,1,A,H,NA,NA,NA,NA,NA,1.3,-2.2,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,VB,LARA,A,LA-4,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,LARA,A,LA-43,1,A,H,NA,G,NA,NA,NA,4.3,0.4,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,MB,LARA,A,LA-23,1,A,H,NA,NA,NA,NA,NA,1.1,-2.4,0,0,0,0,0,0,0,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,VB,LARA,A,LA-3,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; no root,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,LARA,A,LA-45,1,A,H,NA,G,NA,NA,NA,6.4,2.8,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,MB,LARA,A,LA-25,1,A,P,B,G,NA,NA,NA,6,1.5,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,MB,LARA,A,LA-24,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; brown root,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,MB,LARA,A,LA-22,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,no root,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,PR,LARA,A,LA-42,1,A,H,NA,NA,NA,NA,NA,0.5,-3,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,VB,LARA,A,LA-1,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; no root,NA
SH,12/21/2024,"SH, LS",12/03/2024,16,1,VB,LARA,A,LA-2,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; no root,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,MB,LARA,D,LD-31,1,A,P,B,G,NA,NA,NA,6.4,2,0,2,0,2,2,0,2,extra tree; imposter,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,VB,LARA,D,LD-14,1,DY,W,NA,B,NA,NA,NA,3.6,0.1,0,2,0,2,1,0,1,epicotyl dying,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,VB,LARA,D,LD-15,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,no roots,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,MB,LARA,D,LD-32,1,A,P,B,G,NA,NA,NA,1.7,-2.4,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,LARA,D,LD-55,1,A,P,B,G,NA,NA,NA,4.2,-0.2,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,MB,LARA,D,LD-34,1,A,P,B,NA,NA,NA,NA,4.5,0.5,0,0,0,0,0,0,0,caterpillar damage,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,MB,LARA,D,LD-35,1,A,P,B,NA,NA,NA,NA,2.2,-2,0,0,0,0,0,0,0,caterpillar damage,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,VB,LARA,D,LD-12,1,A,P,B,G,NA,NA,NA,3.8,-0.6,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,LARA,D,LD-53,1,A,P,B,G,NA,NA,NA,4.6,2.2,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,VB,LARA,D,LD-11,1,A,UH,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,#VALUE!,brown roots,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,LARA,D,LD-51,1,A,P,B,NA,NA,NA,NA,1,-4.7,0,0,0,0,0,0,0,caterpillar damage,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,LARA,D,LD-52,1,A,P,B,NA,NA,NA,NA,3.4,-1.3,0,0,0,0,0,0,0,caterpillar damage,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,MB,LARA,D,LD-33,1,A,D,NA,G,NA,NA,NA,4.9,-0.3,0,2,0,2,1,0,1,brown spots on leaves,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,LARA,D,LD-54,1,A,H,NA,G,NA,NA,NA,5.1,0,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,VB,LARA,D,LD-13,1,DY,W,NA,NA,NA,NA,NA,1.1,-4.1,0,0,0,0,0,0,0,head came off,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,CP,RHMA,D,RD-33,1,A,H,NA,G,21.3,18,4.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,CP,RHMA,D,RD-32,1,A,H,NA,G,24,18.4,3.6,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,CP,RHMA,D,RD-31,1,A,H,NA,G,17.7,12.2,3,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,RHMA,D,RD-51,1,A,H,NA,G,23.2,18.5,5.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,RHMA,D,RD-54,1,A,H,NA,G,24.6,20.7,6.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,OC,RHMA,D,RD-14,1,A,H,NA,G,19.1,12.7,4,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,OC,RHMA,D,RD-15,1,A,H,NA,NA,23.6,19.2,1.6,NA,NA,0,0,0,0,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,CP,RHMA,D,RD-35,1,A,H,NA,G,26.8,20.8,3.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,RHMA,D,RD-55,1,A,H,NA,G,42.7,38.2,3.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,OC,RHMA,D,RD-11,1,A,H,NA,G,21.9,17,5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,OC,RHMA,D,RD-12,1,A,H,NA,G,21.4,17.2,5.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,OC,RHMA,D,RD-13,1,A,H,NA,G,24.7,20.9,2,NA,NA,0,2,0,2,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,RHMA,D,RD-52,1,A,H,NA,G,24,18.1,4.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,PR,RHMA,D,RD-53,1,A,H,NA,G,31.3,25.3,2.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,17,3,CP,RHMA,D,RD-34,1,A,H,NA,G,17.8,12.1,0.8,NA,NA,0,0,0,0,1,0,1,plumule broken,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,RHMA,D,RD-59,1,A,H,NA,G,25.4,21.5,5,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,OC,RHMA,D,RD-17,1,A,H,NA,G,31.6,27.9,7,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,CP,RHMA,D,RD-36,1,A,H,NA,G,19,12.4,6.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,RHMA,D,RD-60,1,A,H,NA,G,36.8,31.5,2.1,NA,NA,0,2,0,2,1,0,1,LCP; curvy stem,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,CP,RHMA,D,RD-40,1,A,H,NA,G,47.1,11,5.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,CP,RHMA,D,RD-37,1,A,H,NA,G,28.7,25.5,4.6,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,RHMA,D,RD-58,1,A,H,NA,G,25,21.2,7.9,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,RHMA,D,RD-57,1,A,H,NA,G,23.1,18.1,7.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,CP,RHMA,D,RD-38,1,A,H,NA,G,16.6,12.9,5.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,OC,RHMA,D,RD-20,1,A,H,NA,G,26.5,22.1,6.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,OC,RHMA,D,RD-19,1,A,H,NA,G,21.9,18.6,5.9,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,RHMA,D,RD-56,1,A,D,NA,G,36.3,32.7,5.5,NA,NA,0,2,0,2,2,0,2,brown spot on leaves,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,OC,RHMA,D,RD-16,1,A,H,NA,G,32,27,3,NA,NA,0,0,0,0,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,CP,RHMA,D,RD-39,1,A,H,NA,G,23.1,19,3.8,NA,NA,0,0,0,0,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,OC,RHMA,D,RD-18,1,A,H,NA,G,26.3,21.5,6.5,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,MB,LARA,D,LD-38,1,A,H,NA,G,NA,NA,NA,1.1,-4.2,0,0,0,0,0,0,0,has roots; no leaves,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,LARA,D,LD-59,1,A,H,NA,G,NA,NA,NA,8.5,1.2,0,4,0,4,2,0,2,leaves are wonky,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,MB,LARA,D,LD-39,1,A,H,NA,G,NA,NA,NA,2.5,-3.1,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,MB,LARA,D,LD-36,1,A,H,NA,G,NA,NA,NA,8.4,2.9,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,MB,LARA,D,LD-37,1,A,P,B,G,NA,NA,NA,6.1,0.9,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,VB,LARA,D,LD-20,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,not sprouted; shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,VB,LARA,D,LD-18,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,not sprouted; shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,LARA,D,LD-60,1,A,H,NA,G,NA,NA,NA,8.5,2.3,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,VB,LARA,D,LD-19,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,LARA,D,LD-58,1,A,D,NA,G,NA,NA,NA,5.6,0.5,0,2,0,2,1,0,1,brown spots on leaves,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,VB,LARA,D,LD-17,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,black roots; shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,LARA,D,LD-56,1,A,P,B,G,NA,NA,NA,5.2,0.3,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,PR,LARA,D,LD-57,1,A,H,NA,G,NA,NA,NA,4,-0.2,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,MB,LARA,D,LD-40,1,A,P,B,G,NA,NA,NA,5.7,0.3,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,18,4,VB,LARA,D,LD-16,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,MB,LARA,E,LE-29,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,brown root,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,VB,LARA,E,LE-10,1,A,H,NA,NA,NA,NA,NA,1,-7.4,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,VB,LARA,E,LE-6,1,A,H,NA,NA,NA,NA,NA,1.1,-5.6,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,VB,LARA,E,LE-8,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,MB,LARA,E,LE-28,1,DY,W,NA,NA,NA,NA,NA,3.5,-2.4,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,MB,LARA,E,LE-26,1,A,H,NA,G,NA,NA,NA,7,2.2,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,MB,LARA,E,LE-30,1,DY,W,NA,NA,NA,NA,NA,3.2,-1.4,0,0,0,0,0,0,0,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,LARA,E,LE-49,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,VB,LARA,E,LE-9,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,MB,LARA,E,LE-27,1,A,H,NA,G,NA,NA,NA,6.5,2.5,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,LARA,E,LE-47,1,A,P,B,G,NA,NA,NA,7.9,1.8,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,LARA,E,LE-50,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; brown root,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,LARA,E,LE-46,1,A,H,NA,G,NA,NA,NA,5.4,1.5,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,LARA,E,LE-48,1,A,D,NA,G,NA,NA,NA,4.8,-0.3,0,2,0,2,1,0,1,brown spots on leaves,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,VB,LARA,E,LE-7,1,D,-,-,-,NA,NA,NA,-,-,0,-,0,#VALUE!,-,0,#VALUE!,shell on; no roots,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,OC,RHMA,E,RE-8,1,A,H,NA,G,18,9.8,4.2,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,RHMA,E,RE-49,1,A,H,NA,G,18.3,11.2,3.3,NA,NA,0,2,0,2,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,RHMA,E,RE-50,1,A,H,A,G,20.6,12.8,3,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,CP,RHMA,E,RE-26,1,A,H,NA,G,19,11.4,1.9,NA,NA,0,0,0,0,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,OC,RHMA,E,RE-6,1,A,H,NA,G,22.6,12.1,3,NA,NA,0,0,0,0,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,CP,RHMA,E,RE-27,1,A,H,NA,G,18.3,9.1,3.5,NA,NA,0,0,0,0,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,CP,RHMA,E,RE-29,1,A,H,NA,G,21.2,13,4.1,NA,NA,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,RHMA,E,RE-47,1,A,H,NA,G,20.2,12.8,3.6,NA,NA,0,2,0,2,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,CP,RHMA,E,RE-28,1,A,H,NA,G,22.7,14.6,4.4,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,RHMA,E,RE-48,1,A,H,NA,G,18.3,12.2,1.5,NA,NA,0,0,0,0,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,PR,RHMA,E,RE-46,1,A,H,NA,G,15.2,7,3.7,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,OC,RHMA,E,RE-9,1,A,H,NA,G,30.6,22.4,3.2,NA,NA,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,OC,RHMA,E,RE-10,1,A,H,NA,G,25.8,18,6.1,NA,NA,0,2,0,2,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,CP,RHMA,E,RE-30,1,A,H,NA,G,23.9,16.1,3.7,NA,NA,0,0,0,0,2,0,2,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,19,2,OC,RHMA,E,RE-7,1,A,H,NA,G,28,21.1,3.2,NA,NA,0,0,0,0,1,0,1,LCP,NA
SH,12/21/2024,"SH, LS",12/03/2024,20,4,MB,LARA,B,LB-39,1,A,H,NA,G,NA,NA,NA,4.9,0.5,0,4,0,4,2,0,2,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,20,4,PR,LARA,B,LB-57,1,A,H,NA,G,NA,NA,NA,1.8,-1.1,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,20,4,PR,LARA,B,LB-58,1,A,H,NA,G,NA,NA,NA,4.1,0.9,0,2,0,2,1,0,1,NA,NA
SH,12/21/2024,"SH, LS",12/03/2024,20,4,PR,LARA,B,LB-56,1,DY,UH,NA,NA,NA,NA,NA,-,-,0,0,0,0,0,0,0,brown root,NA
